QueryId,DocumentId
71,543755
72,154150
72,66181
72,132984
72,410708
72,154369
74,296127
74,6825
74,23890
74,309170
74,97697
76,118290
76,565683
76,578099
76,70704
76,517898
77,101589
77,6232
77,88443
77,6833
77,303653
78,540044
78,16532
78,78702
78,52818
78,559872
79,14382
79,142044
79,204400
79,269608
79,478654
80,117199
80,428232
80,43676
80,49111
80,206744
81,543737
81,419494
81,26770
81,270381
81,329062
82,329038
82,543739
82,14381
82,459345
82,180155
83,117576
83,380960
83,499169
83,278963
83,275432
84,500815
84,418421
84,46523
84,400602
84,538151
85,475974
85,256258
85,217540
85,296763
85,296766
86,28681
86,202452
86,19485
86,127707
86,100178
87,384589
87,102513
87,204032
87,288284
87,506327
89,153245
89,332943
89,153297
89,153320
89,153280
90,312701
90,39703
90,482759
90,297572
90,327414
91,103151
91,558148
91,161671
91,131973
91,513869
92,81026
92,131616
92,537265
92,14566
92,455532
93,288059
93,30797
93,186680
93,414722
93,527562
94,99538
94,27891
94,7633
94,267248
94,27783
98,48946
98,427776
98,185357
98,8215
98,185336
99,147513
99,115022
99,117497
99,419434
99,134830
100,64511
100,565990
100,1758
100,569398
100,237760
101,218744
101,178274
101,207175
101,340183
101,102805
102,288448
102,137416
102,154976
102,381282
102,302066
103,73900
103,137417
103,559710
103,456965
103,436530
104,533396
104,476559
104,530862
104,277252
104,185368
106,144686
106,538128
106,148410
106,542673
106,479530
107,382471
107,9745
107,31243
107,53609
107,9744
108,178998
108,72965
108,67196
108,278118
108,244245
111,77356
111,530320
111,565680
111,278261
111,533595
114,559492
114,93364
114,511939
114,526024
114,511212
115,238900
115,107323
115,526006
115,177114
115,453928
116,351200
116,571083
116,31897
116,528614
116,48788
117,365404
117,179050
117,409511
117,408278
117,500160
118,560375
118,429844
118,472501
118,560357
118,151649
119,454477
119,11331
119,117056
119,515398
119,111890
122,48008
122,6361
122,87937
122,292994
122,454564
123,117056
123,6377
123,524454
123,578058
123,6143
124,24658
124,329366
124,375753
124,397672
124,251085
126,238621
126,444689
126,55644
126,539685
126,177769
127,575586
127,262099
127,15502
127,250357
127,276006
128,177394
128,50295
128,7295
128,569693
128,342452
129,7288
129,7337
129,79006
129,190627
129,411946
130,411930
130,430150
130,107001
130,490422
130,11518
131,293075
131,22397
131,171567
131,387603
131,171569
134,411992
134,55715
134,177380
134,521572
134,420355
138,86083
138,85481
138,8053
138,84491
138,83867
139,49322
139,29428
139,73169
139,577597
139,411980
142,29429
142,273714
142,411980
142,446518
142,60339
144,89552
144,131708
144,176739
144,124653
144,101912
145,274809
145,183701
145,411933
145,430145
145,509934
146,176894
146,73148
146,73149
146,335942
146,207973
147,539683
147,96249
147,560937
147,511429
147,19278
150,72966
150,469153
150,563161
150,94296
150,462821
152,412051
152,566975
152,470108
152,577599
152,572525
153,102207
153,140847
153,115027
153,388270
153,523300
154,239392
154,22388
154,177391
154,444678
154,63062
156,69902
156,307834
156,70094
156,334689
156,549823
157,376538
157,470604
157,376537
157,525142
157,311457
158,453494
158,308246
158,273886
158,196726
158,470158
159,88116
159,132907
159,409684
159,55720
159,340714
160,223709
160,239007
160,536650
160,121247
160,500797
163,307400
163,509362
163,454418
163,296782
163,417882
165,550454
165,356801
165,411428
165,73998
165,132624
167,195920
167,62880
167,9064
167,539251
167,318059
168,208001
168,186424
168,377584
168,377585
168,295459
170,558016
170,131705
170,307900
170,274652
170,143968
172,2674
172,4322
172,420633
172,5170
172,283344
173,329543
173,542853
173,131592
173,168216
173,334204
174,368457
174,415430
174,288739
174,183771
174,240030
175,411960
175,420365
175,420867
175,199360
175,55909
176,282573
176,420648
176,420658
176,420595
176,309790
177,377788
177,183761
177,78515
177,440628
177,172420
178,11819
178,353103
178,265585
178,580378
178,525410
180,398881
180,26321
180,466294
180,269382
180,45694
181,300118
181,349775
181,300215
181,176749
181,526334
182,121294
182,309734
182,300115
182,300211
182,349774
183,300089
183,198916
183,396794
183,198286
183,349778
185,309969
185,272928
185,6997
185,265622
185,524462
187,6253
187,326638
187,272935
187,382629
187,375690
188,73903
188,328945
188,404196
188,159837
188,112632
189,391616
189,161250
189,501209
189,398897
189,405870
190,243415
190,381498
190,381485
190,255767
190,475952
191,85278
191,558434
191,85033
191,341877
191,82684
192,511999
192,157116
192,243141
192,357623
192,118948
193,396416
193,502474
193,542122
193,123635
193,18125
196,152309
196,329203
196,431117
196,530452
196,270129
197,177967
197,564927
197,329526
197,6998
197,335059
198,103100
198,466295
198,419284
198,26324
198,60318
199,117900
199,172177
199,179012
199,298851
199,524449
200,546221
200,540199
200,327627
200,144128
200,109835
201,431351
201,277875
201,178939
201,523102
201,55725
204,78416
204,238556
204,348065
204,70192
204,334872
205,371582
205,111127
205,110237
205,340683
205,244258
207,475278
207,153667
207,550460
207,411419
207,156187
208,252005
208,132815
208,183559
208,55726
208,79372
209,532962
209,297281
209,398855
209,230481
209,366824
210,98904
210,535075
210,151694
210,375124
210,552573
211,360415
211,494332
211,474498
211,77808
211,147537
213,446343
213,500385
213,252083
213,495978
213,194046
214,87185
214,132884
214,296173
214,188060
214,104651
220,452219
220,337008
220,199808
220,564229
220,454167
221,191039
221,119087
221,272927
221,52088
221,288502
223,355513
223,524586
223,171959
223,60980
223,532950
224,295447
224,78160
224,178741
224,73198
224,22730
225,69897
225,197728
225,508750
225,399134
225,253865
227,78190
227,307507
227,381412
227,211080
227,340141
229,370674
229,177127
229,220128
229,60117
229,132307
230,244018
230,542387
230,138235
230,151646
230,175896
231,121293
231,382884
231,286861
231,300099
231,548075
232,580385
232,151480
232,151424
232,151481
232,16713
233,445693
233,49746
233,341467
233,75657
233,409464
234,338061
234,47301
234,2358
234,84975
234,47285
236,42383
236,176268
236,138111
236,250986
236,8637
237,569014
237,3173
237,173358
237,392571
237,558438
238,44542
238,83785
238,119325
238,23437
238,117094
239,344405
239,288282
239,63851
239,436298
239,178768
240,479311
240,278491
240,343515
240,279296
240,30849
241,253029
241,475394
241,473103
241,475346
241,117869
244,131728
244,429148
244,295642
244,182355
244,275607
247,404631
247,341602
247,117196
247,7890
247,292857
249,564776
249,103718
249,292877
249,105963
249,25194
250,261418
250,196526
250,405223
250,163464
250,149804
251,334497
251,334969
251,166217
251,108619
251,117819
254,11540
254,183787
254,256829
254,443994
254,183314
255,472186
255,178329
255,70756
255,305254
255,505366
256,176524
256,185415
256,493338
256,509386
256,25470
261,455528
261,4849
261,83879
261,40208
261,580941
264,365947
264,178427
264,459091
264,283174
264,251941
265,298872
265,300119
265,581297
265,239568
265,523900
266,116866
266,279550
266,101516
266,279538
266,139129
267,239698
267,111696
267,196667
267,288715
267,579845
268,516748
268,100930
268,535197
268,211629
268,288554
269,238507
269,556215
269,42401
269,1562
269,467496
272,419939
272,542835
272,182383
272,454750
272,495245
273,227470
273,238551
273,435347
273,523151
273,84649
274,401259
274,311504
274,117159
274,543615
274,140434
280,336845
280,506392
280,413278
280,176409
280,74449
282,526160
282,580930
282,153996
282,155567
282,39837
283,495318
283,311429
283,377283
283,549972
283,117502
284,279783
284,334565
284,82584
284,212103
284,8453
285,117855
285,239738
285,65665
285,568009
285,307195
286,275708
286,268495
286,178490
286,97683
286,56736
290,436623
290,229853
290,178389
290,50200
290,218807
291,117515
291,134882
291,229454
291,102132
291,176225
292,355895
292,51564
292,337892
292,152265
292,66560
295,337933
295,412883
295,238700
295,367077
295,513981
296,177880
296,93940
296,343160
296,73007
296,340671
298,162422
298,3073
298,4943
298,535707
298,4840
299,177646
299,338166
299,172117
299,466793
299,341974
300,230393
300,312178
300,299701
300,488058
300,404902
302,275717
302,275716
302,372021
302,116726
302,73200
303,558020
303,291742
303,388015
303,17447
303,18380
304,344424
304,275211
304,21958
304,109609
304,12214
307,125685
307,4764
307,4781
307,2385
307,2394
308,239328
308,501210
308,288484
308,265512
308,554620
309,481241
309,14551
309,102853
309,140825
309,521170
311,539878
311,511001
311,29933
311,269893
311,509407
312,526014
312,70461
312,333918
312,335181
312,334515
316,421536
316,285459
316,256955
316,333604
316,334304
318,563186
318,201840
318,239315
318,77264
318,177126
319,39282
319,238853
319,88537
319,6827
319,88247
321,515072
321,235885
321,274825
321,462448
321,492451
322,261914
322,438330
322,557795
322,170820
322,134512
323,46842
323,288450
323,543850
323,419821
323,462460
326,207439
326,580638
326,31923
326,6099
326,522185
327,69789
327,343562
327,203351
327,2057
327,376431
330,108394
330,337157
330,417131
330,197732
330,235883
331,4850
331,70312
331,12075
331,385742
331,413747
332,239549
332,178606
332,183480
332,536631
332,227955
334,255390
334,511286
334,500593
334,254557
334,486416
335,70012
335,312894
335,458042
335,176602
335,220492
337,83788
337,69692
337,257920
337,488513
337,337918
338,445153
338,445797
338,344194
338,239253
338,230522
339,359905
339,183590
339,416385
339,295137
339,196629
341,176829
341,334080
341,117167
341,371800
341,527731
342,59955
342,25515
342,291744
342,18350
342,105064
343,381467
343,496327
343,381465
343,341003
343,431211
344,12037
344,493277
344,549798
344,340815
344,516231
349,549239
349,400368
349,228988
349,183763
349,257753
350,7317
350,303854
350,186353
350,200585
350,153554
352,7578
352,70222
352,340681
352,14151
352,227342
353,70782
353,341193
353,172112
353,334651
353,172043
356,11520
356,257760
356,285183
356,551732
356,106279
358,94500
358,534390
358,333438
358,266455
358,40215
359,405983
359,165028
359,527998
359,380443
359,25515
362,105117
362,109838
362,461837
362,194914
362,391862
365,25515
365,378016
365,18350
365,105064
365,45614
369,285963
369,18332
369,365950
369,122006
369,27203
372,392644
372,91208
372,73204
372,176567
372,558044
373,155516
373,551647
373,287743
373,466105
373,152150
374,436070
374,477006
374,268990
374,288487
374,203389
375,376549
375,337133
375,338612
375,46488
375,534749
377,374872
377,581580
377,354068
377,141468
377,237681
378,425211
378,304764
378,264873
378,564717
378,437495
380,138040
380,211197
380,178731
380,66011
380,352530
381,254299
381,403051
381,310882
381,16310
381,122570
385,107241
385,137831
385,23733
385,554648
385,419729
386,552422
386,45485
386,332668
386,145953
386,190601
387,172107
387,526606
387,336745
387,554308
387,343173
388,49306
388,525227
388,498046
388,524738
388,458301
390,542750
390,100733
390,43442
390,415227
390,39702
391,549807
391,556334
391,402937
391,501411
391,265421
392,341466
392,106217
392,488285
392,370991
392,457366
393,177329
393,539094
393,177314
393,27084
393,127956
394,354151
394,554027
394,95270
394,30800
394,565074
398,142734
398,119187
398,244929
398,69785
398,535377
404,499921
404,182349
404,580199
404,273362
404,86357
405,134342
405,116907
405,340416
405,499920
405,70227
406,236272
406,239545
406,509808
406,267602
406,444860
407,182466
407,467036
407,329896
407,288561
407,542451
408,378005
408,165028
408,18388
408,39619
408,18350
409,238973
409,423229
409,242910
409,330290
409,572683
410,378005
410,291744
410,235379
410,18350
410,18388
411,452934
411,132962
411,140932
411,13641
411,78701
412,339130
412,338466
412,340737
412,254747
412,140906
413,184193
413,470125
413,201625
413,380691
413,184194
415,495233
415,172095
415,344485
415,406109
415,395973
417,25733
417,76579
417,25731
417,52022
417,428227
418,517471
418,81437
418,524633
418,516367
418,318231
422,499172
422,95609
422,63857
422,354144
422,412777
424,52067
424,242237
424,543885
424,20394
424,332990
425,99535
425,99520
425,87460
425,368710
425,55990
426,455258
426,62626
426,66259
426,94220
426,145222
427,134941
427,512777
427,134638
427,110385
427,338177
429,265313
429,276831
429,239547
429,513059
429,86799
430,29641
430,382108
430,280403
430,396869
430,495914
431,445006
431,239303
431,358377
431,65010
431,134075
433,332457
433,199971
433,239250
433,350457
433,543744
436,99535
436,99518
436,99520
436,87458
436,368710
438,106229
438,540664
438,306997
438,288758
438,396930
439,303853
439,239631
439,532083
439,216389
439,514725
440,334388
440,475686
440,47328
440,214955
440,311799
442,281720
442,265376
442,494702
442,177002
442,207188
443,100270
443,94224
443,322714
443,511620
443,301858
444,578529
444,200348
444,88602
444,88772
444,301858
445,53937
445,316907
445,53903
445,51229
445,53938
447,461125
447,438090
447,300548
447,304242
447,542622
448,506678
448,95404
448,466766
448,174546
448,26175
449,542620
449,298227
449,238239
449,492747
449,177917
450,412055
450,109414
450,109419
450,437256
450,487917
453,527773
453,289114
453,580290
453,337372
453,202788
454,11588
454,429959
454,73938
454,551380
454,424252
456,520433
456,264534
456,531891
456,553195
456,540991
457,201830
457,83562
457,86181
457,85072
457,173455
459,262916
459,538129
459,353090
459,38929
459,106224
462,197332
462,148627
462,231652
462,231658
462,415749
463,271203
463,581658
463,329346
463,211107
463,252859
464,436334
464,312557
464,527606
464,31848
464,78553
465,405571
465,228035
465,419340
465,339729
465,275689
466,285736
466,229576
466,534114
466,500157
466,541250
467,295251
467,294278
467,381388
467,395441
467,16070
469,495435
469,502164
469,140350
469,8219
469,377702
471,39489
471,46921
471,242555
471,6145
471,293633
472,430147
472,274807
472,89552
472,411977
472,470107
474,340629
474,343860
474,572773
474,430245
474,286889
475,231088
475,239655
475,183812
475,371898
475,422494
476,3939
476,182952
476,4618
476,3642
476,341915
478,382771
478,556338
478,197309
478,268274
478,520390
479,231521
479,557090
479,306929
479,204326
479,381824
480,158703
480,278584
480,464061
480,456284
480,186618
481,402497
481,263006
481,263004
481,262746
481,58312
482,334516
482,520010
482,424415
482,132755
482,173241
485,178349
485,376922
485,543791
485,103847
485,396419
488,270376
488,116865
488,148019
488,413387
488,116270
489,236246
489,580417
489,11517
489,350314
489,377754
490,265584
490,391259
490,382646
490,138050
490,407808
491,570055
491,372144
491,151447
491,276013
491,151592
492,184488
492,121047
492,136314
492,74929
492,581152
494,101839
494,296386
494,459031
494,16983
494,377587
496,22374
496,64386
496,26370
496,512169
496,45908
499,24846
499,332876
499,562714
499,24296
499,40195
500,255755
500,17605
500,49206
500,229157
500,49221
502,69939
502,388161
502,556333
502,44669
502,261813
504,196575
504,297545
504,249789
504,420066
504,119019
505,270336
505,273825
505,39746
505,44465
505,344270
507,39473
507,560418
507,143393
507,434150
507,155391
508,381407
508,177377
508,455082
508,270752
508,503496
510,92022
510,108515
510,575712
510,512958
510,78791
514,504553
514,107991
514,504552
514,136757
514,453485
515,290814
515,467327
515,165480
515,71401
515,44864
516,3151
516,2371
516,4591
516,2613
516,288768
518,380048
518,101619
518,280545
518,540441
518,339713
521,497802
521,503628
521,173653
521,581373
521,270880
522,571159
522,571196
522,571195
522,565054
522,1145
523,255766
523,556076
523,381496
523,138362
523,409831
524,63948
524,384701
524,330593
524,581661
524,67213
525,404968
525,177384
525,369777
525,394647
525,62378
526,557271
526,183239
526,359890
526,429019
526,183612
527,295462
527,77282
527,67610
527,176865
527,201780
528,125492
528,346412
528,290627
528,346429
528,290573
530,479337
530,519592
530,432442
530,301250
530,340861
532,258364
532,475846
532,475850
532,475840
532,349722
533,254056
533,214030
533,173751
533,173750
533,580939
535,420677
535,299836
535,438955
535,165075
535,496589
536,183984
536,244025
536,503866
536,336178
536,254059
537,376633
537,8329
537,309701
537,357116
537,357287
538,107982
538,582023
538,336753
538,5321
538,251692
539,571274
539,568533
539,567060
539,574472
539,565932
540,530624
540,253618
540,531298
540,142534
540,298840
543,288369
543,178547
543,475403
543,508869
543,29956
544,511097
544,171372
544,512035
544,48765
544,223865
545,531921
545,530633
545,56332
545,183670
545,453730
546,503935
546,434228
546,475937
546,503702
546,434194
549,343570
549,381424
549,359652
549,131955
549,53443
550,381472
550,298867
550,381448
550,399873
550,173174
551,74834
551,300743
551,334936
551,110092
551,546804
552,412972
552,539859
552,109279
552,404103
552,267549
554,334488
554,332279
554,30112
554,392147
554,444080
557,430061
557,434241
557,184009
557,244461
557,66164
559,305324
559,79978
559,381481
559,555752
559,119824
561,381480
561,342905
561,381495
561,381452
561,86670
562,50401
562,404795
562,554954
562,290939
562,293127
563,371808
563,376530
563,268841
563,548969
563,19454
564,505363
564,492197
564,148789
564,466565
564,409112
565,301116
565,496782
565,343090
565,292178
565,305040
566,227911
566,534273
566,569464
566,580802
566,377497
567,474230
567,445225
567,460950
567,301644
567,547557
569,131390
569,132976
569,566444
569,288189
569,218894
571,140630
571,444188
571,187678
571,465148
571,124837
572,203385
572,10332
572,300091
572,381478
572,449854
575,401176
575,522029
575,100427
575,198279
575,242667
576,39796
576,360773
576,138413
576,95488
576,6494
577,239000
577,394819
577,238015
577,186422
577,300250
581,553610
581,371192
581,16425
581,16650
581,569558
582,544271
582,59986
582,64253
582,62410
582,176242
583,508899
583,9094
583,581183
583,375016
583,505222
584,580659
584,162070
584,88775
584,332209
584,396277
586,121766
586,336249
586,148691
586,474683
586,147068
589,176663
589,73013
589,146236
589,335022
589,467550
590,235290
590,565963
590,191312
590,88624
590,185921
591,532194
591,182754
591,420370
591,196682
591,21491
592,381445
592,340228
592,342143
592,381446
592,132719
593,278461
593,133619
593,148030
593,447402
593,264485
594,439626
594,354306
594,581314
594,549012
594,23622
595,11531
595,7308
595,301750
595,60338
595,183827
597,503747
597,173768
597,186498
597,320714
597,471430
599,158810
599,84249
599,84398
599,436053
599,368357
600,103537
600,78360
600,138138
600,424220
600,188308
602,28666
602,55667
602,545519
602,148540
602,46943
603,331442
603,447893
603,3394
603,230279
603,16777
604,17930
604,368961
604,455088
604,277554
604,281776
605,466495
605,296069
605,372218
605,274579
605,436772
607,312985
607,399320
607,480706
607,117760
607,376505
609,160016
609,351841
609,158458
609,158737
609,227793
610,293181
610,524460
610,39490
610,1171
610,309980
611,436624
611,502085
611,298767
611,29562
611,454616
612,343400
612,343491
612,340573
612,202775
612,131613
613,182115
613,559544
613,251462
613,405767
613,73014
614,48762
614,46813
614,344719
614,376965
614,150467
615,556191
615,238235
615,580248
615,68939
615,301082
617,269207
617,389767
617,505584
617,178771
617,14194
619,269207
619,505584
619,359472
619,272375
619,41911
622,267526
622,238702
622,329759
622,145955
622,568228
623,494113
623,11445
623,554677
623,282375
623,259013
624,138534
624,253619
624,224475
624,47882
624,567129
625,479572
625,537997
625,578697
625,558480
625,83247
626,462913
626,494120
626,276851
626,50173
626,448870
627,171501
627,156500
627,276293
627,383716
627,192343
629,88612
629,499575
629,198199
629,506299
629,55999
630,399022
630,289099
630,522891
630,450927
630,44169
631,228995
631,21480
631,307271
631,117469
631,524803
632,62232
632,269487
632,127134
632,408155
632,568667
633,239236
633,230933
633,185434
633,178171
633,286024
634,446544
634,447071
634,353006
634,96660
634,252956
637,195894
637,116156
637,26411
637,195879
637,46402
639,512093
639,512094
639,178792
639,246007
639,424655
640,243448
640,238731
640,229453
640,537992
640,405807
641,234271
641,132938
641,367420
641,343179
641,551215
642,545450
642,176960
642,101001
642,74019
642,333628
643,566349
643,557393
643,579664
643,98615
643,117866
644,559540
644,271236
644,396458
644,126821
644,182109
645,186301
645,488636
645,2491
645,137732
645,551812
646,503743
646,258287
646,186313
646,253820
646,162420
647,457905
647,256129
647,17717
647,22053
647,303188
648,202576
648,526419
648,473573
648,83383
648,4592
649,182110
649,178513
649,73146
649,406067
649,559543
650,217496
650,216249
650,203771
650,154184
650,156613
652,184543
652,396768
652,461307
652,278937
652,118833
656,23023
656,465550
656,230489
656,84453
656,47708
659,182054
659,214439
659,229907
659,383874
659,229910
660,119828
660,475973
660,504391
660,340410
660,375384
662,381421
662,413384
662,276072
662,503680
662,381423
663,353101
663,504080
663,78188
663,119737
663,444192
664,119717
664,78185
664,414729
664,558209
664,558212
666,347285
666,174048
666,8312
666,458670
666,502170
667,244400
667,420657
667,244401
667,215205
667,289321
669,184025
669,161254
669,341423
669,192335
669,384075
670,456483
670,155674
670,192304
670,21772
670,551561
671,455389
671,455388
671,327488
671,475972
671,290531
674,244353
674,350744
674,244404
674,8167
674,503519
675,578579
675,155303
675,570408
675,548769
675,298028
676,351323
676,119732
676,414700
676,119738
676,31235
679,268896
679,552657
679,430645
679,396156
679,101269
682,533467
682,157963
682,554816
682,408309
682,30763
683,186193
683,53447
683,274781
683,127701
683,448323
684,558402
684,249716
684,155270
684,446365
684,498991
685,78189
685,279283
685,404987
685,504354
685,213335
686,253622
686,8318
686,187280
686,567749
686,481356
690,229753
690,509010
690,29959
690,173826
690,183990
691,580336
691,430037
691,183953
691,173749
691,562241
695,184542
695,479035
695,68569
695,25111
695,256280
696,3044
696,3742
696,3830
696,580201
696,3179
697,14037
697,85283
697,83161
697,85275
697,82761
698,527196
698,477480
698,202700
698,573443
698,95547
700,6826
700,40693
700,292500
700,114356
700,110050
701,451802
701,396992
701,231917
701,250090
701,263296
702,119721
702,278152
702,447404
702,119733
702,141982
703,73974
703,542681
703,534706
703,567680
703,67996
705,361470
705,142460
705,403557
705,568353
705,199015
707,244546
707,174199
707,237759
707,434278
707,244545
708,434471
708,155328
708,99304
708,253601
708,384054
711,298622
711,436370
711,298643
711,276632
711,298642
713,436769
713,343371
713,119222
713,528022
713,524635
714,83496
714,83780
714,83384
714,85265
714,85065
718,244355
718,523242
718,346590
718,180164
718,571182
720,500256
720,398913
720,562437
720,492765
720,474392
721,418013
721,307855
721,342146
721,241050
721,188887
722,357335
722,244501
722,562142
722,342552
722,507815
724,534703
724,228716
724,124829
724,228710
724,228333
725,358631
725,290534
725,240984
725,456394
725,572635
726,244479
726,276283
726,192326
726,244417
726,192325
727,462484
727,305475
727,259359
727,472426
727,454106
730,581072
730,524580
730,180142
730,337854
730,177674
732,60110
732,27239
732,114719
732,563533
732,282511
733,3530
733,4785
733,3923
733,5366
733,5361
734,444560
734,444580
734,572926
734,496287
734,214680
735,571172
735,357234
735,300854
735,568872
735,500154
739,119210
739,572946
739,30684
739,565729
739,570496
740,56074
740,532447
740,147674
740,396809
740,248902
741,23085
741,477096
741,571176
741,385134
741,403941
742,244538
742,537025
742,244358
742,504058
742,561593
743,503795
743,503381
743,180165
743,368431
743,503609
746,462346
746,220663
746,473220
746,220662
746,458780
747,454428
747,87957
747,505447
747,461272
747,331953
748,85184
748,84731
748,84732
748,85320
748,338920
749,239454
749,384774
749,360629
749,470582
749,384787
751,511122
751,511121
751,510860
751,230813
751,506260
752,113479
752,276673
752,5904
752,26456
752,200005
753,354673
753,11820
753,552513
753,265409
753,416377
755,258567
755,510816
755,231601
755,510885
755,511381
757,145510
757,503282
757,99386
757,537486
757,420461
759,374591
759,119360
759,287222
759,548906
759,374581
760,343306
760,26195
760,176482
760,343655
760,119206
761,238783
761,125142
761,203522
761,196057
761,557236
762,74004
762,123426
762,306408
762,132881
762,213094
763,381405
763,188236
763,381450
763,142431
763,281613
764,382960
764,2530
764,472234
764,453710
764,506994
766,312551
766,445029
766,551475
766,334481
766,565171
767,459969
767,17982
767,287126
767,258128
767,569764
768,261968
768,535520
768,336520
768,416784
768,11661
773,286468
773,480992
773,287942
773,170092
773,287128
775,203498
775,30747
775,387093
775,475947
775,381437
777,53745
777,224047
777,415297
777,265626
777,53797
778,217467
778,187034
778,153246
778,217775
778,476548
779,400548
779,474071
779,240005
779,510503
779,465987
780,559261
780,39686
780,288362
780,410849
780,463551
782,334799
782,431369
782,381436
782,366890
782,385294
783,74550
783,255063
783,475932
783,42423
783,580630
784,365264
784,568367
784,268017
784,355067
784,298683
786,220115
786,456898
786,457129
786,327569
786,273692
787,395917
787,420616
787,261945
787,467419
787,178299
788,570422
788,404088
788,289985
788,396878
788,577363
789,84754
789,300669
789,523219
789,30420
789,184174
790,121248
790,398847
790,494863
790,503751
790,152586
791,574584
791,572681
791,475496
791,183981
791,50211
792,382417
792,503536
792,444544
792,204416
792,467475
793,155375
793,217817
793,217816
793,155263
793,455089
794,273329
794,3803
794,185423
794,86784
794,533860
795,378279
795,427301
795,90056
795,495373
795,338840
797,480799
797,99276
797,43314
797,444826
797,80517
798,85169
798,84962
798,177482
798,84879
798,84869
799,186636
799,84181
799,239041
799,83765
799,84424
801,365009
801,352370
801,430683
801,237651
801,366906
803,381434
803,381460
803,288074
803,300086
803,95488
804,378239
804,301560
804,580259
804,411851
804,405376
805,178575
805,49763
805,84792
805,84791
805,84793
808,554400
808,462309
808,96769
808,31157
808,8430
815,465632
815,551401
815,217609
815,258601
815,217608
816,176993
816,268881
816,135895
816,578312
816,268882
817,21579
817,424610
817,11011
817,355864
817,465551
818,95409
818,381440
818,392360
818,388362
818,381471
822,498009
822,428455
822,133055
822,555794
822,294742
823,372823
823,88744
823,168095
823,113
823,116230
824,253780
824,329013
824,19088
824,496953
824,294138
825,92025
825,198980
825,254174
825,279155
825,203778
826,508421
826,453965
826,39133
826,253771
826,286202
829,399371
829,40148
829,23626
829,176569
829,116137
830,430330
830,92063
830,135995
830,265723
830,306708
831,549233
831,387648
831,398981
831,475935
831,177066
832,549233
832,127856
832,177570
832,224864
832,387917
834,116138
834,170196
834,26518
834,476980
834,41581
835,472649
835,296749
835,430334
835,238575
835,68225
836,511128
836,511089
836,3503
836,16414
836,511090
837,344687
837,285630
837,39575
837,16944
837,182464
838,180152
838,227721
838,221962
838,513180
838,165544
842,469175
842,469174
842,31277
842,505540
842,56740
844,567395
844,70010
844,63193
844,470770
844,358406
845,196686
845,391534
845,424236
845,131364
845,144694
846,391529
846,171507
846,555306
846,173573
846,163265
847,176198
847,334031
847,428083
847,117869
847,113874
848,138624
848,117382
848,116255
848,371742
848,446318
849,81731
849,540106
849,349741
849,480713
849,17423
850,472538
850,183777
850,286790
850,182741
850,345070
851,430095
851,230805
851,74872
851,75035
851,98858
853,431065
853,213669
853,289154
853,511853
853,121853
854,398919
854,508148
854,263964
854,301505
854,235377
855,475099
855,3984
855,523993
855,188277
855,205757
856,283633
856,7746
856,46294
856,213699
856,19740
857,439702
857,22627
857,253609
857,405655
857,177294
859,238712
859,46038
859,500334
859,534432
859,254568
860,580799
860,458373
860,138802
860,566154
860,577776
868,286713
868,140011
868,195880
868,265078
868,195875
869,268828
869,405649
869,38948
869,405007
869,268715
